frame,WT_cPRC,WT_cPRC,WT_cPRC,WT_cPRC,WT_cPRC,WT_cPRC,WT_cPRC,WT_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC
101,0.907528,1.134512,0.9856,0.554632,0.97369,0.882145,1.037518,1.004019,0.395944,0.440895,0.334313,0.303463,0.678858,0.578669,0.56685,0.308015,0.431413,0.347376,0.646693,0.471861,0.266452,0.566195,0.27529
102,0.906034,1.175632,0.995232,0.55682,1.024171,0.923034,1.039808,1.028245,0.409425,0.431125,0.33499,0.303525,0.667132,0.584665,0.559204,0.300953,0.419951,0.352615,0.630636,0.469723,0.264613,0.556019,0.279259
103,0.91204,1.220736,1.013842,0.563157,1.065804,0.94278,1.044033,1.055897,0.411159,0.430671,0.339607,0.30632,0.658333,0.576733,0.549883,0.3056,0.428535,0.357483,0.612669,0.469454,0.266012,0.559613,0.276044
104,0.923247,1.270025,1.029697,0.602353,1.085231,0.961216,1.064004,1.075711,0.419685,0.433121,0.337405,0.301401,0.654162,0.580198,0.546643,0.308951,0.435236,0.355467,0.602261,0.473311,0.262163,0.55445,0.274507
105,0.935497,1.299271,1.032051,0.72779,1.113311,0.991674,1.069006,1.122316,0.431218,0.426302,0.342617,0.302827,0.640991,0.587576,0.536214,0.311673,0.431516,0.355762,0.590867,0.474082,0.261185,0.552258,0.277143
106,0.961801,1.313784,1.051314,0.770422,1.14569,1.03392,1.063911,1.140362,0.442044,0.427315,0.34883,0.301145,0.634226,0.578617,0.539808,0.31022,0.429237,0.353753,0.579261,0.483126,0.262289,0.544987,0.282405
107,0.980974,1.330663,1.065213,0.849264,1.179101,1.145077,1.068461,1.148788,0.438988,0.417853,0.343355,0.301676,0.628201,0.58882,0.526882,0.317352,0.42867,0.357963,0.574807,0.477651,0.265371,0.551138,0.2887
108,0.998122,1.353001,1.084161,0.821787,1.205519,1.152338,1.06717,1.154849,0.453385,0.422396,0.341789,0.304624,0.622937,0.586729,0.527182,0.313344,0.425896,0.358443,0.568594,0.477977,0.264441,0.545867,0.287003
109,1.024736,1.369429,1.109055,0.892519,1.230576,1.160197,1.070355,1.175012,0.460945,0.417188,0.348012,0.310062,0.619117,0.601806,0.527168,0.316792,0.420863,0.354974,0.563079,0.47398,0.262402,0.557405,0.289804
110,1.056469,1.403702,1.121488,0.874349,1.193169,1.161318,1.05748,1.197442,0.456134,0.414709,0.341112,0.306743,0.621597,0.597209,0.529718,0.312556,0.424298,0.354693,0.56414,0.468933,0.2631,0.563016,0.285011
111,1.085506,1.436674,1.114313,0.911947,1.104809,1.177599,1.057346,1.218536,0.467069,0.418692,0.346103,0.302584,0.628705,0.594548,0.528143,0.31785,0.421133,0.352155,0.562744,0.472577,0.267012,0.555687,0.290663
112,1.120428,1.436823,1.104227,0.597785,1.25624,1.190914,1.071192,1.239006,0.454027,0.419223,0.352406,0.302806,0.626605,0.598212,0.532679,0.308829,0.42458,0.35195,0.551972,0.463561,0.266882,0.547942,0.293645
113,1.156743,1.439638,1.113,0.979982,1.287969,1.206352,1.073076,1.244882,0.458784,0.418596,0.34977,0.301956,0.630282,0.586729,0.525392,0.31575,0.412678,0.348809,0.549996,0.47385,0.266228,0.536038,0.300244
114,1.156191,1.445684,1.101743,0.798227,1.319908,1.198196,1.082922,1.245362,0.46844,0.414198,0.360013,0.300947,0.636259,0.596406,0.521538,0.313414,0.419865,0.350037,0.539381,0.469556,0.267372,0.528401,0.300674
115,1.161535,1.445775,1.100452,1.050164,1.331241,1.195713,1.098945,1.271666,0.474832,0.418625,0.359862,0.300606,0.638673,0.589572,0.523654,0.315969,0.409553,0.352389,0.531259,0.469017,0.268108,0.522964,0.304572
116,1.174643,1.452115,1.100728,1.082023,1.348811,1.205159,1.104668,1.279119,0.480237,0.413648,0.3547,0.307018,0.634083,0.582772,0.5169,0.308557,0.419259,0.34774,0.530948,0.474807,0.27042,0.518191,0.311071
117,1.167575,1.451869,1.104039,1.111106,1.344602,1.210204,1.125315,1.270276,0.482174,0.412143,0.358225,0.299667,0.634558,0.578211,0.517796,0.307822,0.422842,0.344846,0.525875,0.473395,0.271703,0.524774,0.311916
118,1.170732,1.450244,1.088392,1.11654,1.357097,1.22575,1.143848,1.272422,0.489811,0.411613,0.352709,0.300978,0.640003,0.570089,0.516212,0.310692,0.424408,0.340704,0.515583,0.473097,0.273171,0.520914,0.312189
119,1.155642,1.436243,1.08179,1.11795,1.367524,1.223231,1.160935,1.278317,0.489372,0.406887,0.363105,0.301088,0.634976,0.579101,0.516712,0.301636,0.422203,0.339786,0.512811,0.475597,0.27187,0.509202,0.312911
120,1.146744,1.423555,1.077822,1.164258,1.377649,1.22313,1.171867,1.285107,0.492384,0.405941,0.352689,0.301942,0.63987,0.588034,0.507929,0.302134,0.428532,0.340142,0.502988,0.47912,0.271915,0.5074,0.314947
121,1.14008,1.415646,1.087562,1.169505,1.29416,1.226396,1.184194,1.256509,0.491325,0.400704,0.359074,0.298324,0.642512,0.596302,0.519083,0.306028,0.42795,0.331722,0.494562,0.485821,0.271844,0.510206,0.319239
122,1.151547,1.415347,1.078631,1.125061,1.342888,1.223904,1.186323,1.270502,0.48495,0.403472,0.358306,0.297778,0.643082,0.595257,0.511793,0.307166,0.430982,0.3302,0.491791,0.481016,0.268058,0.508181,0.319971
123,1.161358,1.408763,1.075321,1.1377,1.368098,1.216589,1.201682,1.237562,0.486536,0.409713,0.349618,0.297691,0.641343,0.604856,0.506812,0.305713,0.425048,0.329706,0.481782,0.483247,0.269086,0.508728,0.320529
124,1.140568,1.390999,1.067004,0.992223,1.378012,1.213128,1.213142,1.207918,0.484868,0.404919,0.35278,0.295664,0.630197,0.606324,0.505999,0.308487,0.429607,0.330378,0.478638,0.485747,0.271526,0.51126,0.321564
125,1.14007,1.37831,1.049742,1.122882,1.381456,1.209603,1.216853,1.202059,0.490513,0.405131,0.358791,0.304664,0.640801,0.602687,0.504118,0.285876,0.424638,0.33526,0.477121,0.486063,0.268557,0.509683,0.318755
126,1.149825,1.362208,1.041445,1.202113,1.316345,1.20605,1.217637,1.195174,0.492181,0.41032,0.361347,0.295421,0.629588,0.598384,0.491383,0.279225,0.424806,0.335582,0.478667,0.484632,0.271235,0.515651,0.313387
127,1.175393,1.359522,1.036109,1.284851,1.243148,1.203923,1.208096,1.207842,0.484901,0.412731,0.360034,0.299268,0.626244,0.588449,0.493606,0.261312,0.419677,0.33825,0.475563,0.487717,0.268355,0.512572,0.313374
128,1.178634,1.347081,1.038053,1.29951,1.314602,1.204188,1.21085,1.220468,0.483567,0.418557,0.355983,0.29499,0.626633,0.599905,0.479811,0.263526,0.428973,0.340142,0.473834,0.482141,0.269236,0.511841,0.324759
129,1.170802,1.332031,1.025882,1.302536,1.336755,1.196843,1.210427,1.225731,0.4823,0.423061,0.357579,0.295316,0.643481,0.596786,0.48198,0.264016,0.435647,0.338332,0.47629,0.484046,0.271627,0.520848,0.3224
130,1.168366,1.298793,1.018554,1.327139,1.311227,1.181641,1.211447,1.206546,0.489038,0.420081,0.359983,0.29587,0.633893,0.593486,0.485473,0.267552,0.440207,0.337756,0.478065,0.484678,0.271088,0.523496,0.324089
131,1.152914,1.273703,1.018657,1.347693,1.266419,1.174423,1.20298,1.193751,0.499473,0.419753,0.355083,0.302964,0.618879,0.590946,0.493876,0.26182,0.429627,0.339121,0.475283,0.482029,0.268034,0.524044,0.319452
132,1.151379,1.243861,1.009905,1.345954,1.275192,1.176768,1.204646,1.178647,0.499342,0.421267,0.354548,0.294273,0.622414,0.597909,0.494744,0.273756,0.425823,0.341987,0.468832,0.485431,0.268923,0.527804,0.320692
133,1.146354,1.241164,1.002587,1.013963,1.257736,1.16697,1.197328,1.162249,0.495172,0.413059,0.365883,0.295436,0.628249,0.594384,0.490395,0.281824,0.432052,0.346917,0.458908,0.483126,0.271503,0.521437,0.312659
134,1.148948,1.211413,0.995576,1.153456,1.240377,1.164677,1.207611,1.140148,0.490892,0.418017,0.36566,0.295265,0.628581,0.595205,0.492685,0.288177,0.417583,0.342576,0.466063,0.481676,0.26466,0.522375,0.309862
135,1.144711,1.198359,0.987849,1.198276,1.230866,1.155001,1.208589,1.116956,0.488374,0.422029,0.369065,0.290717,0.640155,0.581606,0.498428,0.295248,0.414046,0.347932,0.456462,0.479408,0.267028,0.51302,0.313701
136,1.136756,1.185478,0.978278,1.187318,1.236081,1.151454,1.212144,1.113998,0.482706,0.415538,0.358831,0.292227,0.626054,0.58609,0.501391,0.291826,0.411506,0.34475,0.452467,0.484381,0.269034,0.511858,0.314249
137,1.121105,1.170474,0.986595,1.183163,1.219589,1.142322,1.209579,1.107302,0.4894,0.418335,0.359235,0.2887,0.636041,0.579844,0.499793,0.286199,0.402508,0.347328,0.448329,0.482828,0.269808,0.502245,0.311195
138,1.123427,1.160484,0.980051,1.152139,1.199681,1.135393,1.209451,1.125609,0.434203,0.41876,0.359559,0.293477,0.634777,0.583878,0.507951,0.289778,0.40287,0.34811,0.452342,0.484613,0.27,0.508255,0.303533
139,1.102567,1.15893,0.969224,1.118734,1.183908,1.13203,1.208616,1.125856,0.418988,0.414805,0.365559,0.293965,0.633541,0.591041,0.503503,0.29614,0.396584,0.352005,0.453094,0.482503,0.273766,0.504146,0.304753
140,1.100885,1.168596,0.964945,1.102609,1.220171,1.133331,1.207721,1.113886,0.418994,0.409992,0.36066,0.292554,0.626348,0.582971,0.503414,0.291712,0.396381,0.344277,0.441683,0.482512,0.270184,0.511816,0.28469
141,1.098301,1.164808,0.955022,1.070117,1.090289,1.131263,1.203112,1.113038,0.441528,0.409105,0.359023,0.29179,0.630444,0.58685,0.503198,0.292474,0.393234,0.347109,0.439668,0.479269,0.270171,0.513335,0.287306
142,1.103686,1.17937,0.951708,1.059992,1.142104,1.12926,1.198491,1.086213,0.459332,0.406211,0.3617,0.295301,0.628667,0.595395,0.502641,0.296998,0.389196,0.337811,0.438453,0.480672,0.267119,0.504711,0.286515
143,1.099051,1.17944,0.951273,1.048897,1.162334,1.12032,1.177157,1.086116,0.463261,0.401148,0.359771,0.291033,0.629674,0.595309,0.500167,0.288816,0.379998,0.346156,0.437055,0.480189,0.268894,0.498975,0.288787
144,1.095602,1.174402,0.946671,1.035933,1.044005,1.122316,1.16497,1.066486,0.456682,0.40407,0.359003,0.285932,0.62154,0.589356,0.509162,0.282743,0.384877,0.343077,0.427313,0.480849,0.267736,0.49592,0.264392
145,1.091702,1.164704,0.948555,1.011541,1.11175,1.107818,1.149815,1.050175,0.464907,0.398061,0.358185,0.287174,0.620086,0.586513,0.504772,0.283067,0.381797,0.34907,0.422381,0.476778,0.267804,0.500062,0.268056
146,1.080411,1.157206,0.940416,1.033256,1.104657,1.094448,1.144584,1.028356,0.467985,0.399865,0.361943,0.288987,0.624856,0.578962,0.508135,0.281588,0.387052,0.346567,0.417664,0.478832,0.270525,0.494625,0.268528
147,1.077425,1.152634,0.936281,1.028874,1.078192,1.086329,1.139128,1.02199,0.45649,0.400424,0.358518,0.285382,0.618195,0.573208,0.507562,0.276092,0.368405,0.348796,0.418258,0.483024,0.266514,0.495538,0.26015
148,1.074109,1.133158,0.921492,1.03789,1.068,1.081217,1.120135,1.034903,0.457357,0.400569,0.357649,0.281919,0.617787,0.575066,0.508002,0.270133,0.376204,0.350572,0.411371,0.478534,0.278859,0.492932,0.275308
149,1.071626,1.099351,0.922816,1.039887,1.06814,1.081769,1.107786,1.034822,0.452019,0.395467,0.361458,0.293063,0.620124,0.574902,0.511879,0.27443,0.377664,0.355515,0.410231,0.481481,0.272696,0.491139,0.286102
150,1.071995,1.097613,0.927265,1.033925,1.054623,1.083116,1.089738,1.036402,0.457302,0.400376,0.358771,0.28523,0.618404,0.577882,0.513089,0.270116,0.379067,0.350709,0.412796,0.478878,0.273253,0.488233,0.297791
151,1.063198,1.095745,0.921926,1.009309,1.044785,1.074044,1.088035,1.039163,0.451086,0.396181,0.363468,0.287446,0.608398,0.583852,0.516172,0.268024,0.390091,0.355022,0.412689,0.479566,0.267036,0.490798,0.30233
152,1.047854,1.104338,0.925347,0.993123,1.036149,1.05934,1.068535,1.039143,0.441627,0.433642,0.372934,0.292625,0.603134,0.572699,0.513097,0.272163,0.37951,0.357312,0.409291,0.481509,0.268935,0.480182,0.309583
153,1.043674,1.111155,0.922505,0.973798,1.030227,1.047437,1.049444,1.036284,0.435097,0.44347,0.374298,0.287953,0.606982,0.571066,0.519821,0.272977,0.392043,0.364978,0.410152,0.480589,0.266386,0.47262,0.309947
154,1.045057,1.104297,0.922055,0.968991,1.027516,1.025379,1.031273,1.034493,0.413337,0.436574,0.375207,0.289434,0.594971,0.571498,0.520051,0.273843,0.384763,0.362057,0.409365,0.474436,0.265123,0.46949,0.31428
155,1.037733,1.0913,0.924236,0.957763,0.96928,1.030484,1.019046,1.008047,0.395862,0.436989,0.367247,0.295443,0.597527,0.579913,0.521233,0.276189,0.383113,0.361049,0.403681,0.473543,0.266376,0.467174,0.310999
156,1.024117,1.071838,0.925541,0.95307,1.007018,1.013427,1.000513,0.994654,0.399977,0.435523,0.355902,0.291649,0.605215,0.577666,0.511513,0.286838,0.389826,0.360123,0.395988,0.474194,0.266786,0.454275,0.298191
157,1.017268,1.059434,0.926406,0.944737,1.007103,0.995387,0.990123,0.978052,0.395467,0.419377,0.35279,0.291074,0.612503,0.585347,0.51172,0.280336,0.387433,0.361474,0.409917,0.477112,0.266635,0.451386,0.299955
158,1.021073,1.059028,0.922113,0.936702,1.012425,0.980741,0.980366,0.957674,0.383138,0.410735,0.346133,0.288323,0.623431,0.584371,0.517734,0.287608,0.376799,0.363353,0.398969,0.484511,0.267769,0.454109,0.308765
159,1.010419,1.057841,0.92124,0.938643,1.015718,0.970814,0.983244,0.94426,0.37623,0.406935,0.331959,0.286273,0.636041,0.580621,0.523955,0.285814,0.37519,0.371547,0.398997,0.483786,0.265031,0.453976,0.31154
160,0.999676,1.056246,0.924474,0.923152,1.026642,1.020176,0.979224,0.934958,0.368565,0.398409,0.325272,0.288253,0.637694,0.587896,0.535761,0.291318,0.380743,0.372712,0.398994,0.482364,0.268394,0.453552,0.316597
161,0.999573,1.036827,0.919625,0.91839,1.029415,1.019005,0.975428,0.93665,0.367128,0.389497,0.322019,0.287309,0.647101,0.58152,0.543592,0.290268,0.381222,0.372507,0.402193,0.481063,0.272106,0.450589,0.317355
162,0.985389,1.036039,0.923269,0.928638,1.027345,0.987008,0.970398,0.939775,0.348572,0.386815,0.314099,0.285226,0.647016,0.591801,0.550288,0.295633,0.380006,0.371615,0.396862,0.48096,0.271507,0.444571,0.317246
163,0.974729,1.040953,0.922694,0.922145,1.00618,0.962181,0.958113,0.937283,0.333308,0.377691,0.331848,0.287067,0.650171,0.581986,0.560803,0.293996,0.385755,0.369743,0.389674,0.48347,0.274619,0.433207,0.319531
164,0.972558,1.043432,0.930338,0.942604,0.996746,0.941738,0.953123,0.938125,0.324759,0.372058,0.320079,0.288187,0.649173,0.58927,0.551508,0.294932,0.384133,0.367289,0.38387,0.482345,0.272229,0.430874,0.310914
165,0.983176,1.046244,0.927766,0.941731,1.025976,0.927362,0.944411,0.936988,0.313056,0.369049,0.309947,0.288049,0.646417,0.590194,0.550811,0.29628,0.383307,0.374283,0.377043,0.475374,0.269954,0.435407,0.310756
166,0.981988,1.051801,0.913461,0.93942,1.028285,0.917545,0.932059,0.926964,0.303614,0.363657,0.302713,0.28984,0.651957,0.592267,0.547752,0.292246,0.378503,0.376984,0.372172,0.477893,0.269517,0.438063,0.314334
167,0.983413,1.055961,0.908592,0.934751,1.031803,0.903235,0.939654,0.926767,0.288574,0.355199,0.287995,0.287654,0.643975,0.587809,0.534351,0.296473,0.383438,0.375791,0.368249,0.477187,0.26838,0.439574,0.314436
168,0.976217,1.056821,0.914005,0.929428,1.024966,0.881652,0.94995,0.916289,0.285233,0.351717,0.281095,0.290995,0.648213,0.583256,0.52846,0.294635,0.383617,0.384163,0.369916,0.471824,0.264585,0.436851,0.307468
169,0.971249,1.070188,0.905852,0.903565,1.026178,0.871202,0.952596,0.903922,0.283077,0.346152,0.277256,0.289065,0.649857,0.582626,0.525787,0.290583,0.389708,0.385569,0.367366,0.471164,0.261161,0.432535,0.302171
170,0.954566,1.070506,0.905972,0.893055,1.03425,0.858297,0.94925,0.93584,0.281656,0.334404,0.273387,0.293898,0.652603,0.574159,0.521948,0.293147,0.389609,0.380221,0.364553,0.470848,0.265254,0.44062,0.293884
171,0.949353,1.080882,0.914108,0.885313,1.032634,0.846507,0.942231,0.938922,0.271105,0.334095,0.272629,0.292418,0.651719,0.562055,0.519156,0.293375,0.383614,0.389861,0.366542,0.469259,0.264423,0.440072,0.298315
172,0.941729,1.086474,0.918219,0.874388,1.060078,0.840366,0.952421,0.939823,0.263467,0.32908,0.265244,0.287148,0.659987,0.56259,0.531566,0.294215,0.381511,0.385713,0.358847,0.472214,0.26547,0.436436,0.293633
173,0.937486,1.076473,0.932208,0.867917,0.994713,0.822218,0.95566,0.936692,0.265887,0.324402,0.260749,0.288451,0.653857,0.5786,0.523798,0.289385,0.388528,0.384979,0.355646,0.465634,0.261971,0.437648,0.279587
174,0.933968,1.075486,0.934247,0.860854,1.024011,0.807473,0.961537,0.941471,0.262101,0.316426,0.261254,0.290646,0.653021,0.590064,0.514343,0.295659,0.384218,0.384266,0.359588,0.464741,0.265008,0.433987,0.286803
175,0.947334,1.064774,0.935182,0.847971,1.058378,0.798877,0.966242,0.945259,0.24873,0.314361,0.257567,0.289357,0.654998,0.60845,0.491952,0.297873,0.379067,0.375579,0.356711,0.470365,0.265443,0.437764,0.28815
176,0.957343,1.065247,0.928257,0.833551,1.069086,0.791289,0.972243,0.943982,0.239079,0.310041,0.251253,0.28403,0.634321,0.60597,0.495739,0.295834,0.383791,0.376367,0.359762,0.467567,0.268401,0.433655,0.290463
177,0.972461,1.080491,0.937846,0.811292,1.081615,0.787755,0.977412,0.963527,0.231776,0.306568,0.253485,0.291224,0.641295,0.607205,0.493588,0.300384,0.387269,0.379727,0.35681,0.470774,0.270287,0.430393,0.289849
178,0.97544,1.08934,0.94572,0.804898,1.080254,0.779318,0.981723,0.965555,0.229652,0.306105,0.249586,0.287499,0.644726,0.601961,0.488965,0.304777,0.375372,0.377759,0.349622,0.471406,0.270586,0.427845,0.29982
179,0.976996,1.107623,0.947891,0.802744,1.06494,0.775116,0.972488,0.98501,0.23103,0.300183,0.250111,0.291608,0.649809,0.57974,0.501973,0.303053,0.390551,0.377327,0.349381,0.469537,0.267747,0.432476,0.300289
180,0.976739,1.107438,0.954659,0.812821,1.064103,0.771012,0.96891,0.987923,0.226388,0.297213,0.247171,0.285819,0.631289,0.567714,0.504838,0.29663,0.379283,0.375023,0.345799,0.468078,0.269689,0.435506,0.303428
181,0.980487,1.118257,0.957099,0.834299,1.071731,0.770193,0.976091,0.99486,0.230662,0.29265,0.244737,0.289933,0.62287,0.548801,0.501333,0.300734,0.375331,0.37324,0.343255,0.474687,0.270637,0.427205,0.306929
182,0.976558,1.117734,0.959673,0.846317,1.068307,0.767249,0.967691,1.00432,0.245493,0.291503,0.246585,0.286312,0.622614,0.546589,0.514058,0.301881,0.374951,0.372335,0.350766,0.473776,0.269026,0.426857,0.305629
183,0.972683,1.133994,0.946229,0.835134,1.059993,0.758976,0.977863,1.002296,0.23949,0.289313,0.240767,0.286967,0.622082,0.54144,0.520758,0.302528,0.375808,0.365753,0.343894,0.471331,0.266675,0.426707,0.308722
184,0.955632,1.133974,0.945122,0.836916,1.053912,0.758826,0.98174,1.008381,0.233082,0.288995,0.238867,0.288301,0.62307,0.547108,0.528341,0.303351,0.372265,0.362201,0.345927,0.477856,0.273316,0.429032,0.30862
185,0.951011,1.127597,0.951011,0.812483,0.997523,0.756362,0.986147,1.031525,0.237707,0.285301,0.237231,0.287895,0.630273,0.550719,0.54595,0.306256,0.372242,0.361474,0.341322,0.479278,0.274008,0.430567,0.308097
186,0.938204,1.110244,0.948457,0.802886,1.029044,0.749112,0.99035,1.022756,0.235425,0.282986,0.231856,0.291007,0.623431,0.562564,0.558826,0.306615,0.371435,0.363161,0.340574,0.477596,0.26969,0.435016,0.305583
187,0.931434,1.092552,0.946348,0.774699,1.035557,0.749913,0.989896,1.036572,0.234508,0.27853,0.238019,0.292447,0.62058,0.572707,0.561942,0.308732,0.365384,0.360823,0.341365,0.476164,0.272254,0.433896,0.303675
188,0.926936,1.066626,0.948752,0.745069,1.030083,0.753963,0.988888,1.054418,0.232906,0.282253,0.230462,0.290059,0.62039,0.571653,0.572527,0.300752,0.369247,0.362262,0.337397,0.477884,0.270902,0.428509,0.310746
189,0.92832,1.07777,0.964484,0.730006,1.034454,0.761296,0.989081,1.064929,0.236878,0.280633,0.227694,0.29281,0.624448,0.576414,0.570342,0.302974,0.367055,0.356647,0.334826,0.472465,0.271443,0.430169,0.311026
190,0.927205,1.082872,0.971206,0.711042,1.043078,0.780713,0.976661,1.064896,0.234772,0.277566,0.23028,0.290021,0.617292,0.591939,0.572859,0.305617,0.372975,0.363174,0.335405,0.476462,0.273122,0.431937,0.306453
191,0.919074,1.097531,0.97166,0.700646,1.009664,0.802268,0.972156,1.070662,0.230547,0.275685,0.230371,0.290168,0.603723,0.599162,0.57944,0.298205,0.367849,0.368324,0.334324,0.475281,0.270819,0.432974,0.30678
192,0.915441,1.094802,0.972303,0.692126,1.030536,0.781013,0.969977,1.063766,0.22466,0.272338,0.225128,0.290348,0.592615,0.602903,0.567251,0.294705,0.372005,0.363977,0.330061,0.476397,0.268828,0.428019,0.302349
193,0.91478,1.092205,0.976203,0.668277,1.030064,0.775538,0.977823,1.056165,0.226569,0.270004,0.228583,0.295414,0.589945,0.611456,0.564497,0.292202,0.367306,0.365986,0.331238,0.473404,0.266977,0.430451,0.303157
194,0.921363,1.07751,0.972254,0.650426,1.035228,0.764519,0.975511,1.051118,0.220341,0.270361,0.227917,0.294826,0.589355,0.605054,0.55423,0.294687,0.372473,0.369572,0.329691,0.470606,0.264298,0.429928,0.301175
195,0.920004,1.065661,0.969409,0.639141,1.042949,0.759197,0.981414,1.053292,0.222948,0.267236,0.228371,0.291288,0.582723,0.603024,0.558603,0.28465,0.37336,0.369167,0.327204,0.473813,0.263934,0.428185,0.299498
196,0.91965,1.046088,0.952655,0.636755,1.076784,0.753993,0.980885,1.05746,0.231419,0.265143,0.225189,0.291914,0.583017,0.600683,0.560068,0.282585,0.368738,0.369778,0.326967,0.47306,0.258962,0.42166,0.298949
197,0.927361,1.030382,0.951639,0.631853,1.076971,0.754383,0.983645,1.056311,0.237581,0.263098,0.225017,0.288041,0.585726,0.587092,0.560822,0.272102,0.368234,0.37324,0.32774,0.474361,0.256502,0.418298,0.30898
198,0.929805,1.020708,0.947467,0.635541,1.083621,0.749639,0.979309,1.055254,0.243419,0.261651,0.224068,0.289752,0.577981,0.584483,0.559179,0.27478,0.364664,0.373953,0.324455,0.474082,0.260927,0.419834,0.302583
199,0.919491,1.017259,0.940962,0.631214,1.077556,0.755621,0.990634,1.04216,0.250409,0.261931,0.223441,0.289243,0.577639,0.597279,0.557169,0.273283,0.369127,0.367419,0.325724,0.470941,0.26049,0.420332,0.302415
200,0.91823,1.032494,0.946669,0.638156,1.077715,0.7603,1.004428,1.018483,0.251588,0.25788,0.222633,0.293523,0.583217,0.597797,0.558551,0.272706,0.367574,0.370189,0.323165,0.464593,0.257094,0.422964,0.300757
