frame,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,WT_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC,NOS11_MC
67,1.273856831,1.0531249,1.606172683,1.829107762,1.03784572,4.811462498,1.02218373,2.57948407,0.976601936,0.962065374,1.593395435,1.201727043,1.125964965,1.093183531,1.490190238,0.986484175,0.982651191,1.040456484,1.299579475,1.706894606,1.610156081,1.422204681,1.357824817,2.282495402,1.016250362,1.606136767,1.500775698,1.462555484,1.29134788,1.474341951,0.98341125,0.954705874
68,1.531398668,1.058260842,1.599139803,1.822513014,0.970757789,4.808554465,1.035752272,2.787537206,0.971613516,0.947228008,1.615732981,1.192165122,1.118807409,1.108151764,1.455161047,0.991816367,0.969578497,1.050484919,1.305641301,1.704045362,1.608573689,1.433417327,1.333888124,2.548628142,1.01171762,1.588821629,1.516378304,1.456799354,1.377869078,1.418245724,0.980216888,0.946053116
69,1.802932781,1.051969313,1.586138779,1.825966169,0.909512468,4.686982511,1.06848087,2.972274281,0.967100184,0.936708861,1.613460546,1.208972199,1.108578025,1.122330306,1.440406688,0.99954377,0.95913256,1.057454047,1.297745269,1.728926879,1.614831331,1.418257992,1.330468596,2.897187308,1.009885235,1.593591581,1.524947917,1.474471267,1.420506931,1.366726548,0.974486229,0.944663224
70,2.055801198,1.039225757,1.578979811,1.827822565,0.850123949,4.643725514,1.109110524,3.115781061,0.951481679,0.933936869,1.629190303,1.215711879,1.102514682,1.110879788,1.472874221,1.063672655,0.971288943,1.084708541,1.281908469,1.794685173,1.605826081,1.428762258,1.328320044,3.173551502,1.014827852,1.595634318,1.511280862,1.482434902,1.427478447,1.323814731,0.974554777,0.958057967
71,2.339172777,1.042339422,1.566763333,1.811764095,0.792067273,4.543559918,1.129759626,3.237294675,0.964249659,0.93174972,1.644372098,1.231297388,1.085258244,1.128217093,1.533241987,1.321015113,0.94618204,1.088910328,1.259853264,1.821442677,1.601956412,1.430189137,1.306289813,3.428034948,0.998239946,1.590158499,1.497672907,1.500783308,1.417514517,1.213121925,0.990677397,0.962622808
72,2.605585717,1.029306969,1.573838244,1.791200945,0.743498761,4.427763642,1.182727079,3.396676221,0.966506325,0.942621375,1.627546414,1.212131424,1.076293731,1.176316451,1.535029191,1.59786142,0.971044594,1.081204936,1.231445444,1.817070074,1.594835647,1.434591214,1.289464526,3.715818516,0.996479892,1.614125901,1.501957713,1.492309336,1.414020672,1.16207139,1.010679865,0.949119054
73,2.869144232,1.036015793,1.564451729,1.793070322,0.691518009,4.424290157,1.177804115,3.51854812,0.980758952,0.946274635,1.618827358,1.212889638,1.068594087,1.185685057,1.539715636,1.841602509,0.97806964,1.073943841,1.218449425,1.823487926,1.568251457,1.422629709,1.272049144,4.002414163,0.987607291,1.603591367,1.51457573,1.493436825,1.395079501,1.129204093,0.997504833,0.977816234
74,3.049952426,1.024203127,1.577256615,1.778335995,0.656617897,4.370087645,1.214300909,3.677764304,0.973335709,0.947059766,1.62677282,1.239385004,1.055925312,1.190674468,1.514178482,2.094069005,0.985155773,1.075898751,1.177582427,1.87835703,1.543954542,1.416618598,1.257024406,4.263833538,0.986184782,1.561955894,1.523411297,1.500094946,1.384711192,1.036663282,0.996997573,0.983784594
75,3.199613813,1.026835297,1.654912508,1.77205281,0.622767705,4.289753221,1.1891087,3.747602249,0.981293426,0.963010735,1.642647627,1.265332772,1.05564423,1.218170071,1.450514317,2.305674366,0.952046426,1.082309333,1.17044692,1.899416046,1.565575775,1.407915642,1.269991376,4.438994482,0.981772591,1.557068298,1.520869964,1.493282537,1.415023535,1.000203077,0.981642698,0.973374031
76,3.328594616,1.04160113,1.669342524,1.761901053,0.601302678,4.220364312,1.159692467,3.778635211,0.969594394,0.944552155,1.663550798,1.275821398,1.058404859,1.206324707,1.423904841,2.485001426,0.972693952,1.078958058,1.153111439,1.927682803,1.571804646,1.407470375,1.283851054,4.590090435,0.97803549,1.580158713,1.537152229,1.500462864,1.428432784,0.95251113,0.979545112,0.971970512
77,3.407595008,1.041408532,1.672284565,1.755981358,0.570777232,4.156589523,1.135730999,3.823586154,0.977670883,0.932727127,1.665355853,1.275610783,1.043698238,1.212606339,1.366813615,2.635814086,0.9686011,1.071430385,1.165637722,1.940772399,1.610055384,1.427396096,1.270763039,4.680525751,0.982013695,1.568191055,1.550612432,1.503002682,1.43817026,0.922783723,0.97393784,0.985147233
78,3.512453126,1.045549385,1.724638899,1.753995145,0.557157439,4.102265843,1.159191054,3.832818873,0.968287903,0.932030123,1.672173155,1.298567818,1.034111329,1.236189382,1.397335081,2.788052466,0.971655467,1.086828476,1.145371986,1.910474498,1.609149105,1.433882834,1.256903361,4.726011649,0.98681165,1.560073581,1.597405476,1.497780626,1.480905165,0.972256502,0.968782989,0.978524807
79,3.566155482,1.036047893,1.681979294,1.735833625,0.532114908,4.040793247,1.17014617,3.83259839,0.991092108,0.940730652,1.699216734,1.387700084,1.026843347,1.218457231,1.396918067,2.951953236,0.973915699,1.079719712,1.134568067,1.910869443,1.618859239,1.428084237,1.241697054,4.708461067,0.979168676,1.540769181,1.613938919,1.499169218,1.491742555,1.013153167,0.966452338,0.982980637
80,3.632702748,1.032003338,1.658260832,1.722540276,0.513955184,3.959852983,1.164949707,3.828326535,0.983668864,0.937518026,1.703149174,1.478980623,1.026512071,1.194802398,1.366893046,3.08905047,1.002504582,1.061363867,1.112982597,1.946499097,1.624440768,1.433184574,1.233465979,4.659832925,0.976974636,1.545496353,1.614219648,1.499549004,1.537890429,1.033398422,0.985015286,0.969436004
81,3.650612862,1.022662344,1.654324101,1.730082694,0.509434696,3.97503938,1.206080773,3.823090067,0.996496229,0.924298991,1.643872485,1.602064027,1.021703559,1.173050002,1.348623853,3.231536926,0.980513134,1.021897532,1.102223415,1.891799255,1.62901532,1.4343787,1.223358702,4.535790926,0.96482303,1.549881286,1.603950887,1.484666144,1.56881743,1.005404983,0.985083835,0.988880864
82,3.620333576,1.026161204,1.64579218,1.724617362,0.48896126,4.006139182,1.195930957,3.87730129,0.999049825,0.909453613,1.727871969,1.726242628,1.024715153,1.176424136,1.312502482,3.338579983,0.968173488,0.974091094,1.077730059,1.85147258,1.617924189,1.43616989,1.212040974,4.459419068,0.964919472,1.54896152,1.600257088,1.484405042,1.578279928,0.978598766,0.97015396,0.968155123
83,3.628477081,1.029981061,1.65632749,1.70208098,0.475565061,3.959852983,1.183988209,3.894554073,1.004097631,0.887341772,1.865878029,1.916596462,1.017918988,1.167450375,1.273998173,3.463073852,0.962919976,0.9338758,1.082852414,1.782639359,1.614068906,1.439226044,1.204596692,4.303877989,0.966679526,1.543517786,1.576646326,1.470756486,1.558319719,1.0049051,0.967754761,0.965320833
84,3.591705379,1.014894232,1.642303759,1.612143163,0.463695134,3.938648572,1.179733795,3.940634991,1.003206841,0.86141644,1.837593475,2.135130581,1.007840185,1.156825442,1.249394337,3.544140291,0.967745877,0.890271149,1.060953787,1.783457459,1.621362296,1.428893814,1.194141411,4.017895463,0.945679429,1.567784646,1.548041548,1.46216383,1.534396584,0.937983285,0.961009583,0.957717307
85,3.572563945,1.01588932,1.602306,1.50320001,0.456919263,3.897209096,1.163810132,3.950887444,1.02844587,0.845233136,1.806939788,2.305139006,1.005772223,1.129006784,1.242940546,3.643541488,0.936774588,0.883505128,1.048114347,1.773118371,1.623908509,1.430877278,1.186318863,3.743064071,0.9369756,1.552982824,1.523825003,1.466851812,1.524222377,0.837725533,0.952961983,0.954896644
86,3.546790172,1.011876866,1.597472645,1.397372486,0.445720119,3.833999758,1.16429635,3.994350127,0.994061405,0.828168563,1.75949265,2.527379949,1.008181499,1.106177537,1.199114341,3.676846307,0.97574832,0.861924952,1.022077573,1.798013992,1.62113213,1.429136687,1.171036904,3.459763948,0.940278715,1.585046309,1.502504396,1.468157326,1.502013814,0.748168398,0.95308537,0.949923011
87,3.560866402,1.018168395,1.586390955,1.323713829,0.447800515,3.815703381,1.207569818,3.989334142,1.015796663,0.808804679,1.739153558,2.609140691,0.988164433,1.097813992,1.204714246,3.763815227,0.962186927,0.872600792,1.005636827,1.839821711,1.63721499,1.423277371,1.165710914,3.326678418,0.939193751,1.597880259,1.480696207,1.476821192,1.487860505,0.682386941,0.949603104,0.955823238
88,3.571332624,1.008089109,1.579133918,1.265672262,0.438798425,3.774910134,1.229844714,4.005980598,0.984856583,0.788014741,1.720603403,2.641659646,0.993183757,1.122043146,1.261150165,3.832221272,0.959071472,0.860427034,1.011363128,1.883575942,1.628670071,1.414169627,1.149384939,3.118600552,0.924968657,1.594404398,1.480031323,1.469142396,1.467220937,0.632242443,0.946326483,0.951326529
89,3.548105446,0.999582705,1.571876882,1.205462736,0.432829437,3.774263904,1.225256025,4.03706868,0.972029218,0.771879506,1.725825166,2.591069924,0.983365959,1.194228077,1.298800588,3.805531794,0.972938302,0.825670255,0.997494743,1.88299763,1.621031432,1.396783954,1.145798974,2.866186389,0.92885042,1.596981883,1.48733027,1.464110233,1.458858354,0.579145513,0.937895011,0.959597749
90,3.549924442,1.008474304,1.549153111,1.152016721,0.42129004,3.721071126,1.205351445,4.035304818,0.982243601,0.751297869,1.743295513,2.616175232,0.972463986,1.502494705,1.350569919,3.820473339,0.961331704,0.782713009,0.995034224,1.859216317,1.597712724,1.395387433,1.138869135,2.613772226,0.930272929,1.569249856,1.486015278,1.458698284,1.482360934,0.538842459,0.941514375,0.965606988
91,3.561370124,1.010978076,1.559282141,1.102218587,0.421659457,3.762510602,1.190354636,4.053935619,0.99530851,0.735042461,1.738895693,2.627422072,0.946092456,2.033777235,1.332896461,3.854776162,0.951985339,0.76476338,0.994206594,1.835435003,1.570754513,1.391531821,1.126976442,2.615649908,0.926005401,1.546009711,1.48050413,1.461724703,1.463112434,0.501694915,0.940074855,0.955087413
92,3.548273353,1.009052098,1.542190279,1.067154782,0.413717008,3.74643564,1.159996353,4.080834528,0.956707643,0.734609838,1.758267792,2.605433867,0.937710184,2.540579346,1.301759403,3.827345309,0.962736714,0.748819437,0.992551335,1.836831415,1.553664677,1.38621897,1.158281763,2.610783262,0.93692738,1.531443178,1.465285678,1.459184885,1.486242984,0.467671639,0.941624052,0.954051808
93,3.548693121,0.999839502,1.548354557,1.033142501,0.415223837,3.699624379,1.155544413,4.059998898,0.972801235,0.716023073,1.760491876,2.623673126,0.933945691,2.943788363,1.28803765,3.835728543,0.945632254,0.757654616,0.98865924,1.813092417,1.555923182,1.384225386,1.156466085,2.39864347,0.928609316,1.520138607,1.444009397,1.468465902,1.456448247,0.445676795,0.940595824,0.945371796
94,3.52532602,0.983757584,1.505428767,1.004452753,0.402653964,3.708873541,1.118743732,4.045226546,0.987588337,0.699262939,1.708096957,2.679907329,0.917110877,3.258587889,1.30906708,3.833846593,0.951069029,0.762135676,0.983447412,1.787533852,1.513615766,1.334628657,1.140019065,2.162745248,0.913299257,1.461797609,1.402431997,1.44188089,1.413632467,0.437085058,0.940540985,0.936814422
95,3.518609727,0.983115591,1.46990011,0.976515948,0.399465319,3.666222384,1.138800255,4.01694962,0.989429301,0.676574267,1.678120164,2.780497051,0.906630528,3.588929969,1.383851622,3.807812946,0.943555284,0.764750685,0.974701382,1.692690702,1.47501978,1.300029347,1.123405607,1.959687308,0.906741248,1.378922376,1.319513601,1.397849462,1.360157223,0.413059439,0.946491,0.938054424
96,3.531650529,0.976663564,1.409882457,0.961950384,0.392222816,3.622924997,1.142218981,3.984621321,0.968050359,0.657066175,1.613412196,2.914026959,0.88670381,3.78261962,1.444795266,3.814143142,0.957361026,0.744655733,0.938240952,1.63968348,1.411911098,1.263375735,1.136130487,1.769160025,0.895433504,1.313405061,1.254207237,1.350708538,1.310272876,0.398672186,0.946641806,0.935301893
97,3.436531035,0.971238725,1.370781322,0.940478509,0.385758032,3.585968739,1.133345489,3.979026568,1.003563157,0.652419484,1.583113073,3.074810447,0.866586357,3.979719301,1.48016204,3.820929569,0.958704948,0.721666497,0.950006711,1.581048296,1.367532187,1.233482093,1.128171763,1.630096567,0.874023532,1.24796261,1.206719759,1.323233402,1.268945215,0.388049676,0.947724874,0.919822312
98,3.298203392,0.991397297,1.309348688,0.922096299,0.392271424,3.569934165,1.128908743,3.973211333,0.995664826,0.639288576,1.518437338,3.194692502,0.85103649,4.042535626,1.448965408,3.795865412,0.957483201,0.701533462,0.954681698,1.497207177,1.329166367,1.208536993,1.110151155,1.487699264,0.866910985,1.208006246,1.154518994,1.275487194,1.232615693,0.378348824,0.951988594,0.916579231
99,3.163093972,1.022533945,1.284495439,0.907803352,0.390696544,3.514479583,1.113106634,3.923134164,0.999346755,0.617825669,1.469894274,3.31811289,0.838839532,4.009691662,1.399142142,3.785001426,0.935552841,0.682555601,0.947680401,1.369442564,1.308422643,1.190007792,1.114251562,1.393163703,0.856664095,1.167001775,1.127524712,1.241579435,1.197191984,0.376771069,0.953222467,0.921770886
100,3.026193541,1.092575354,1.264937867,0.894354221,0.393962961,3.484631851,1.100282615,3.914149487,0.981352812,0.604390322,1.439208354,3.273673126,0.807900417,3.970996805,1.332757457,3.79546621,0.943616371,0.664504418,0.936048853,1.270339652,1.289362008,1.17794509,1.102010864,1.305602391,0.839401099,1.150253471,1.087277079,1.221082865,1.173495301,0.372381473,0.961859585,0.916156813
101,2.926708457,1.191891632,1.240967231,0.884812608,0.395771156,3.453006987,1.109596742,3.920074964,0.983847022,0.59186829,1.413051186,3.212384162,0.782522712,3.961341039,1.281961158,3.805018534,0.934575443,0.649576013,0.922381783,1.169262018,1.254865856,1.159699242,1.090405653,1.238120785,0.831420581,1.137408825,1.094753328,1.191293408,1.191482134,0.364976959,0.955703925,0.909479881
102,2.816169474,1.353256508,1.225514506,0.873051109,0.391474262,3.426794297,1.075166378,3.891164149,0.987291407,0.575468675,1.376208741,3.093386689,0.770596798,3.917369611,1.228662775,3.79170231,0.943066585,0.628922514,0.910168657,1.099765854,1.238293893,1.128803748,1.072581743,1.170754139,0.820546822,1.109174135,1.088134041,1.167188872,1.171586626,0.363820979,0.966781371,0.91495769
103,2.740023507,1.507848361,1.208520713,0.867429996,0.391707578,3.415081385,1.073905248,3.883970896,0.969119306,0.569860599,1.359657039,2.915838248,0.757677057,3.787716716,1.196890266,3.753635586,0.951802077,0.614958871,0.899454212,1.025911194,1.214284687,1.108807189,1.05813197,1.137990497,0.813386055,1.068586768,1.072812163,1.157373781,1.157708296,0.365211279,0.981231406,0.91329527
104,2.652068058,1.714281129,1.198419703,0.870104244,0.393204686,3.422755362,1.058011973,3.839984566,0.959439397,0.549126743,1.330308792,2.789974726,0.756954274,3.731576869,1.162158942,3.713515825,0.952107514,0.600525541,0.875520064,0.959419431,1.196590664,1.099598247,1.042683573,1.09380748,0.809335519,1.054629847,1.060637402,1.137173918,1.138298044,0.359650082,0.989882234,0.917696595
105,2.603794705,1.889159952,1.199890723,0.874998377,0.390074369,3.408942203,1.059364269,3.808372837,0.95557931,0.524387117,1.291387313,2.700758214,0.767093309,3.653648731,1.145279797,3.680781295,0.960537569,0.58446735,0.868697714,0.891446626,1.165288067,1.082718561,1.063790834,1.063458001,0.80427235,1.048972214,1.059957743,1.121543355,1.116121832,0.357916113,0.989909653,0.909016583
106,2.511501651,2.08227137,1.185208534,0.877023536,0.397958489,3.364069631,1.036800681,3.809888656,0.952550627,0.505375741,1.285375837,2.565080034,0.774401446,3.583761083,1.153143493,3.673652695,0.963897373,0.569424698,0.856216168,0.840230761,1.148212616,1.064088163,1.072309392,1.049547823,0.8020542,1.026908515,1.051639308,1.104666619,1.094058845,0.352948528,0.992308852,0.908171747
107,2.484160743,2.260777453,1.159416634,0.875322922,0.401915131,3.354012682,1.013522959,3.792856355,0.940792209,0.485410992,1.255495744,2.498989048,0.77147016,3.529559568,1.187795385,3.649558027,0.956505803,0.557149386,0.841475417,0.795517378,1.125368625,1.054656587,1.054258522,1.036595647,0.796243611,0.996705953,1.04800461,1.077903582,1.078304191,0.351355151,0.996860476,0.901903607
108,2.439861197,2.414759413,1.133988988,0.880100219,0.397180771,3.34165354,1.006244872,3.771193915,0.938951244,0.469243711,1.244874935,2.536857624,0.767223812,3.461323091,1.147126574,3.633704021,0.963958461,0.542931857,0.826935982,0.766855676,1.105171546,1.057601425,1.036041216,1.006820969,0.792868165,0.989240872,1.048950222,1.065335042,1.055044239,0.353713973,0.998533061,0.90668647
109,2.435691498,2.540268995,1.126703932,0.899235373,0.392057551,3.317258371,0.992661136,3.731121155,0.932596948,0.453292742,1.219346312,2.544608256,0.762445415,3.40586525,1.098673498,3.597005988,0.957910812,0.532979588,0.814901803,0.749280636,1.092685032,1.030935973,1.031138884,0.986128142,0.793880799,0.975465765,1.046911245,1.062106862,1.036830953,0.350917754,0.999890322,0.908553286
110,2.386970392,2.609186916,1.111965704,0.911256507,0.386030234,3.291611131,1.029811286,3.69600926,0.943345804,0.445064893,1.211094635,2.579949452,0.759453898,3.326465415,1.049664403,3.57673225,0.962553451,0.529450594,0.821925469,0.720999774,1.083348917,1.015078377,1.023785387,0.975321888,0.80130678,0.957380591,1.034721709,1.051021861,1.053378193,0.354698118,0.993309661,0.906522954
111,2.342335031,2.672808397,1.097241485,0.921758772,0.381150051,3.253645139,1.042118698,3.669110352,0.934675456,0.432606954,1.190400979,2.589764111,0.764914922,3.273125381,1.00810199,3.524607927,0.963225412,0.524245963,0.802822887,0.715794967,1.070099978,1.012224617,1.007943593,0.972677805,0.792771723,0.952963573,1.010106234,1.045562439,1.047490416,0.350308521,0.99433789,0.909139221
112,2.309649074,2.695984335,1.083918239,0.921499137,0.379584893,3.218466012,1.04412435,3.651058318,0.927846072,0.419259734,1.189595152,2.607919124,0.754675501,3.253885638,0.980082609,3.524493869,0.971105681,0.510663146,0.813045229,0.687485895,1.068949148,1.003987168,1.000332874,0.973980687,0.787539782,0.944450386,0.993484139,1.036115265,1.036669201,0.348762009,0.996257249,0.910542739
113,2.3048917,2.724456714,1.079995517,0.922693461,0.375657415,3.20550103,1.026195034,3.62035608,0.948868698,0.410943759,1.183712609,2.593639427,0.747959645,3.200402024,0.953393701,3.522954092,0.971288943,0.505306185,0.801861048,0.665411307,1.073077753,1.002995436,0.985066045,0.974785408,0.775556949,0.941904986,0.975487951,1.025469392,1.019976384,0.348293369,1.00047984,0.913853952
114,2.284938714,2.716560203,1.062329256,0.924264257,0.387099597,3.199765742,1.010833561,3.571849851,0.949997031,0.401834642,1.174784038,2.590522325,0.742097074,3.158979145,0.946979626,3.475677217,0.976175932,0.502183406,0.800854471,0.650332882,1.070603467,0.995071698,0.977092191,0.967427958,0.774857749,0.933734038,0.986539797,1.024436849,1.001601346,0.344075607,1.004154042,0.911946258
115,2.280405216,2.68317658,1.051121478,0.922239099,0.387643999,3.189668403,0.992159723,3.54247051,0.936041333,0.39426374,1.157458741,2.598778433,0.735461527,3.127965828,0.94894555,3.42326775,0.994807575,0.495442774,0.794143963,0.637638231,1.066503632,0.991033931,0.966530995,0.959342428,0.776135596,0.944076063,0.974409362,1.008735076,0.993141711,0.344669218,1.005456465,0.90638669
116,2.262271226,2.689757006,1.02977066,0.910996871,0.382909639,3.191243588,0.990944176,3.554183662,0.94091098,0.382799231,1.145371324,2.643470935,0.742920243,3.079256255,0.932125978,3.380866838,0.985949908,0.492243831,0.781975574,0.608553374,1.0529526,0.991044051,0.958738709,0.939301042,0.774254991,0.936814186,0.983156277,1.01165468,0.979101629,0.343966258,1.005579852,0.905759876
117,2.228018134,2.690045902,1.009820815,0.891173683,0.381227823,3.149036714,0.984486583,3.528387168,0.947384049,0.382006089,1.137135765,2.706023589,0.741474678,3.0832765,0.903193137,3.415968064,0.992058644,0.494008327,0.789871606,0.598157865,1.050823563,0.991458959,0.951551648,0.947463213,0.782380172,0.930878484,0.958540802,0.994908495,0.971046374,0.343919394,1.004908076,0.906182294
118,2.217579896,2.670946618,1.007425153,0.870870169,0.376746221,3.09867119,0.979229343,3.522489251,0.95807352,0.370501522,1.135266245,2.761668071,0.730381971,3.060698518,0.883077167,3.434103222,0.979474649,0.492256525,0.784033463,0.590160235,1.037574624,0.971027252,0.945469126,0.943554568,0.786406597,0.922258347,0.935565373,0.996831161,0.96147065,0.342794658,0.997888705,0.911455707
119,2.221077965,2.69200398,1.002311604,0.857369111,0.377776698,3.04745749,0.978788708,3.504216735,0.952194311,0.365245954,1.152752707,2.696124684,0.733975807,3.007932804,0.860081814,3.414342743,1.003543067,0.49323398,0.775421644,0.574545814,1.034568079,0.987927179,0.942760739,0.940450644,0.775581059,0.918857351,0.920287821,0.994042109,0.945796872,0.340279622,1.0052234,0.907762955
120,2.211787094,2.671813309,0.990333291,0.848879023,0.376697613,3.029847732,0.990533929,3.46064381,0.949937645,0.355568018,1.157636023,2.706697557,0.736856899,2.97494526,0.8420112,3.451867693,1.019059255,0.493322839,0.775376907,0.56798691,1.031935553,0.984132285,0.940082613,0.955088903,0.770831324,0.913456397,0.90771413,0.985947922,0.934005144,0.340029681,1.00570324,0.90967065
121,2.217747803,2.65309922,0.987671444,0.839571082,0.372517377,3.000807787,0.979396481,3.428177709,0.944711681,0.352643807,1.170239169,2.691701769,0.730632937,2.986144513,0.828865324,3.446820644,1.026389737,0.487381944,0.773430859,0.557337508,1.0305114,0.982968518,0.929188543,0.955587063,0.77273604,0.911563389,0.892170624,0.982328088,0.924332368,0.338717488,1.003687912,0.913390655
122,2.204175295,2.658331461,0.983034226,0.835429892,0.363068099,3.015751848,0.951849151,3.410676882,0.94180177,0.347476366,1.147837157,2.691406908,0.723555689,2.966653505,0.803506891,3.419817508,1.055711668,0.480158932,0.763432201,0.557661927,1.02377904,0.983039356,0.940491141,0.950835377,0.779245829,0.916771834,0.881059677,0.967528306,0.924429419,0.340717019,1.005648401,0.912286917
123,2.188056193,2.625718229,0.979293629,0.840233153,0.366985855,2.999555717,0.953338196,3.42048837,0.956291941,0.341371575,1.147047446,2.725863521,0.721066105,2.974406834,0.795722626,3.388679783,1.022907758,0.475995227,0.758801951,0.56293726,1.020168309,0.974356639,0.963822608,0.950183936,0.778811843,0.918686231,0.883039553,0.966341475,0.918897498,0.339279856,0.997011283,0.919250003
124,2.162478312,2.61679453,0.984701382,0.830639613,0.362708404,3.023345046,0.931473547,3.428425752,0.956291941,0.339432783,1.18174639,2.764827296,0.721758771,3.002333178,0.789109973,3.355945252,1.033170434,0.470879456,0.747595401,0.571682464,1.036783428,0.973304189,0.964110091,0.937921521,0.762923136,0.910590148,0.883039553,0.962579221,0.918153438,0.336780442,0.998217738,0.919481652
125,2.174119886,2.57256123,0.997015929,0.839233555,0.356924124,3.007593198,0.921247759,3.41357072,0.968822377,0.3349303,1.177701135,2.817228307,0.733724841,2.970063534,0.785317129,3.338095238,1.030849114,0.468353306,0.752762493,0.547985782,1.054606919,0.970187316,0.951294427,0.925160944,0.782163179,0.909071464,0.894904035,0.954924162,0.910114359,0.334843396,0.984233833,0.925777045
126,2.151368445,2.575000802,1.005575869,0.843011255,0.35348272,3.007350862,0.904837876,3.402904862,0.946671418,0.33315975,1.161117199,2.859224937,0.751734177,2.911411034,0.767087652,3.296264614,1.031948687,0.462767848,0.747483559,0.556970774,1.056333166,0.966544218,0.949524141,0.911672287,0.772422606,0.910868217,0.912708146,0.957202877,0.89515229,0.331719128,0.976199942,0.929864962
127,2.142665249,2.559496678,1.008279745,0.842621802,0.346901278,3.026778141,0.90646367,3.372560908,0.936932122,0.326301875,1.159312145,2.892502106,0.759825328,2.931655838,0.7533659,3.291074993,1.02193036,0.458540672,0.75034671,0.554107425,1.060015824,0.959450297,0.938917553,0.922976701,0.782500723,0.906397724,0.893204888,0.961511073,0.885107484,0.33126611,0.975295102,0.934729584
128,2.131387474,2.530863801,1.006374423,0.848126079,0.340951733,3.026899309,0.87754885,3.38270312,0.937466595,0.327495594,1.141422769,2.925695029,0.759945791,2.934168491,0.743476707,3.2750499,1.026145388,0.456979283,0.744240147,0.557027195,1.069121772,0.966625176,0.933894176,0.908721643,0.776183817,0.905830891,0.897859074,0.953132047,0.880465199,0.333218777,0.969578152,0.939430689
129,2.11507248,2.512246012,0.99240673,0.857239293,0.339794877,3.023223878,0.845777494,3.395270643,0.950650276,0.323353629,1.133187209,2.974304971,0.740139537,2.914174952,0.733448509,3.268919304,1.043799633,0.454757794,0.735248065,0.553077748,1.068992304,0.962769564,0.931397618,0.893661864,0.772615488,0.900066309,0.877528405,0.958484654,0.878912379,0.338498789,0.966589435,0.944881246
130,2.118122796,2.513080602,0.993709634,0.857862419,0.334088368,2.987358132,0.826465494,3.375702789,0.958726765,0.321030284,1.119729887,2.980665543,0.71099734,2.847338383,0.727868462,3.249016253,1.027000611,0.452282421,0.737708585,0.546688107,1.069884198,0.95184027,0.923938206,0.894658185,0.777051789,0.893692114,0.870702265,0.947684493,0.864500267,0.337170976,0.960831357,0.947633777
131,2.077153411,2.48759349,0.982740021,0.859848632,0.32844991,2.985257886,0.817485641,3.353461581,0.944771067,0.319612242,1.115168901,3.030412805,0.698348642,2.85351233,0.716410501,3.256715141,1.036346976,0.454592769,0.729253344,0.550877341,1.070603467,0.946102391,0.917568201,0.900597793,0.77415855,0.88949969,0.856133922,0.954105248,0.859566828,0.338420683,0.959542644,0.94369575
132,2.096350814,2.469521394,0.986116364,0.8580182,0.323462791,3.024193223,0.800331237,3.299636203,0.952134925,0.317721519,1.103871196,3.068407751,0.675872108,2.86988047,0.707295762,3.254120331,1.035003054,0.45384381,0.735270433,0.539706048,1.056102999,0.951647996,0.918279342,0.886457695,0.773772784,0.897456739,0.868929242,0.942711671,0.854762791,0.342279153,0.965492658,0.948274218
